Model,Term,Coefficient_Type,Coefficient,Hazard_Ratio,Standard_Error,Z_Score,P_Value,Lower_CI,Upper_CI,CI_Width,Model_AIC,Model_LogLik,Model_C_Index,N_Observations,N_Events,Significance_Level,Effect_Size_Category,Risk_Direction,Formula,Analysis_Type
deepseek_r1,C(adv_id)[T.p1]:cumulative_drift,Adversarial_ID,0.104555,1.1102,5.866452,0.0178,0.98578,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(adv_id)[T.p4]:cumulative_drift,Adversarial_ID,-0.077341,0.9256,6.135574,-0.0126,0.989943,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(difficulty_level)[T.professional],Difficulty_Level,-0.0657,0.9364,0.136351,-0.4818,0.629916,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(difficulty_level)[T.high_school],Difficulty_Level,-0.054653,0.9468,0.142513,-0.3835,0.701355,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(difficulty_level)[T.elementary],Difficulty_Level,0.038339,1.0391,0.131869,0.2907,0.771254,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,context_to_prompt_drift,Drift_Effect,1.2639,3.5392,1.796754,0.7034,0.481785,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,cumulative_drift,Drift_Effect,-1.423253,0.2409,3.042709,-0.4678,0.639957,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,prompt_to_prompt_drift,Drift_Effect,-1.259024,0.2839,5.308697,-0.2372,0.812531,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,3.604851,36.7762,2.439501,1.4777,0.139488,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,-3.005836,0.0495,2.891028,-1.0397,0.298474,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Humanities],Subject_Cluster,-0.166178,0.8469,0.203911,-0.815,0.415099,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,-2.127954,0.1191,2.817334,-0.7553,0.450064,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,-0.122938,0.8843,0.201084,-0.6114,0.54095,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,-1.475006,0.2288,2.428357,-0.6074,0.54358,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Medical_Health],Subject_Cluster,-0.089983,0.9139,0.185702,-0.4846,0.627991,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Medical_Health]:context_to_prompt_drift,Subject_Cluster,-0.954047,0.3852,2.334227,-0.4087,0.682745,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.STEM],Subject_Cluster,0.074296,1.0771,0.191072,0.3888,0.697396,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Law_Legal]:context_to_prompt_drift,Subject_Cluster,0.431462,1.5395,2.338749,0.1845,0.853634,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Social_Sciences],Subject_Cluster,-0.030035,0.9704,0.19419,-0.1547,0.877083,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
deepseek_r1,C(subject_cluster)[T.Law_Legal],Subject_Cluster,0.021068,1.0213,0.190595,0.1105,0.911983,,,,4335.0193,-2125.5097,0.552,4184,344,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p1],Adversarial_ID,-0.29206,0.7467,0.359383,-0.8127,0.416406,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p3],Adversarial_ID,0.215721,1.2408,0.331157,0.6514,0.514778,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p2],Adversarial_ID,-0.189502,0.8274,0.354179,-0.535,0.592618,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p8],Adversarial_ID,0.165562,1.1801,0.33759,0.4904,0.623833,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p4]:prompt_to_prompt_drift,Adversarial_ID,7.332114,1528.6095,14.974745,0.4896,0.624394,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p4]:cumulative_drift,Adversarial_ID,2.776317,16.0598,6.883009,0.4034,0.686685,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p8]:cumulative_drift,Adversarial_ID,-2.943976,0.0527,7.608717,-0.3869,0.698814,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p1]:prompt_to_prompt_drift,Adversarial_ID,5.200949,181.4444,14.556544,0.3573,0.720873,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p6]:cumulative_drift,Adversarial_ID,-2.16618,0.1146,7.199069,-0.3009,0.763493,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p7],Adversarial_ID,0.092519,1.0969,0.337546,0.2741,0.784014,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p1]:cumulative_drift,Adversarial_ID,-1.836393,0.1594,7.524599,-0.2441,0.807191,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p2]:cumulative_drift,Adversarial_ID,1.542301,4.6753,7.188062,0.2146,0.830107,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p3]:prompt_to_prompt_drift,Adversarial_ID,-2.909515,0.0545,14.384613,-0.2023,0.839709,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,1.776706,5.9104,14.443664,0.123,0.9021,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p7]:cumulative_drift,Adversarial_ID,0.744609,2.1056,6.58998,0.113,0.910038,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p5]:prompt_to_prompt_drift,Adversarial_ID,1.349098,3.8539,14.749857,0.0915,0.927123,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p5]:cumulative_drift,Adversarial_ID,0.663973,1.9425,7.410029,0.0896,0.928601,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p4],Adversarial_ID,0.028037,1.0284,0.341376,0.0821,0.934544,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p6],Adversarial_ID,-0.026617,0.9737,0.348736,-0.0763,0.939162,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p8]:prompt_to_prompt_drift,Adversarial_ID,0.582967,1.7913,15.998577,0.0364,0.970933,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p2]:prompt_to_prompt_drift,Adversarial_ID,-0.489795,0.6128,15.133021,-0.0324,0.97418,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p3]:cumulative_drift,Adversarial_ID,-0.171513,0.8424,7.375147,-0.0233,0.981446,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p5],Adversarial_ID,0.005286,1.0053,0.342282,0.0154,0.987679,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(adv_id)[T.p6]:prompt_to_prompt_drift,Adversarial_ID,-0.045894,0.9551,14.677954,-0.0031,0.997505,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(difficulty_level)[T.elementary],Difficulty_Level,-0.076592,0.9263,0.235583,-0.3251,0.745094,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(difficulty_level)[T.high_school],Difficulty_Level,-0.078238,0.9247,0.254809,-0.307,0.758807,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(difficulty_level)[T.professional],Difficulty_Level,-0.010226,0.9898,0.234348,-0.0436,0.965196,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,context_to_prompt_drift,Drift_Effect,0.517126,1.6772,1.10811,0.4667,0.640733,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,prompt_to_prompt_drift,Drift_Effect,2.647157,14.1139,6.129519,0.4319,0.665836,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
